CustomerID,Region,State,City,Job,Marital,Default,Balance,HHInsurance,CarLoan
167094,East,Pennsylvania,Philadelphia,blue-collar,married,0,-522,1,0
167101,West,Washington,Elk Plain,admin.,single,0,24,1,0
167150,East,District of Columbia,Washington,services,divorced,0,9,0,0
167164,West,California,Los Angeles,management,married,0,7331,0,0
167269,East,New York,New York City,management,married,0,255,0,0
167339,East,New Jersey,Fords,management,married,0,1331,0,0
167360,Central,Texas,Pharr,retired,married,0,775,0,0
167381,South,North Carolina,Indian Trail,self-employed,single,0,17924,1,0
167507,West,California,Los Angeles,retired,divorced,0,704,0,0
167584,West,Washington,Seattle,blue-collar,married,0,668,1,0
167633,West,Washington,Elk Plain,admin.,married,0,-203,1,0
167668,Central,Texas,Carrollton,blue-collar,divorced,0,0,1,0
167703,South,Florida,Miami,technician,married,0,4101,1,0
167738,East,New York,New York City,services,married,0,-236,1,0
167752,Central,Texas,Burleson,technician,married,0,0,0,0
167850,East,District of Columbia,Washington,management,divorced,0,1297,0,0
167899,West,California,Los Angeles,admin.,married,0,1767,1,0
167913,West,California,San Diego,blue-collar,married,0,3498,0,0
167941,West,Arizona,Scottsdale,technician,divorced,0,14,0,0
168004,West,California,Los Angeles,technician,single,0,-522,1,1
168081,West,California,San Francisco,blue-collar,single,0,663,0,1
168116,West,California,San Diego,retired,married,0,665,1,0
168186,West,California,Los Gatos,technician,married,0,10925,0,0
168354,East,Massachusetts,Boston,blue-collar,single,0,161,0,1
168480,East,New Hampshire,Hampton,management,married,0,0,0,0
168494,West,California,Los Angeles,entrepreneur,married,0,0,0,0
168564,Central,Michigan,Battle Creek,retired,married,0,426,0,0
168620,West,Washington,Seattle,NA,single,0,1187,0,0
168655,Central,Wisconsin,Eau Claire,management,married,0,3518,0,0
168690,South,North Carolina,Indian Trail,entrepreneur,married,0,2329,0,0
168746,Central,Michigan,Canton,technician,married,0,0,0,0
168753,East,Massachusetts,Boston,admin.,married,0,142,1,0
168837,West,California,Los Angeles,technician,single,0,635,0,0
168900,Central,Michigan,Bay City,blue-collar,single,0,9883,0,0
168935,East,New York,New York City,admin.,single,0,674,1,0
168956,South,Georgia,Atlanta,management,single,0,1511,1,0
168984,West,Washington,Seattle,management,married,0,2939,0,0
169026,West,Washington,Mount Vernon,technician,married,0,133,0,0
169033,East,New York,Deer Park,management,single,0,0,0,0
169040,Central,Michigan,Battle Creek,management,married,0,102,1,0
169054,East,New Jersey,Ewing,technician,single,0,0,0,0
169103,West,California,Los Angeles,technician,single,0,1855,0,0
169166,Central,Michigan,Detroit,blue-collar,divorced,0,603,1,1
169194,East,New York,New York City,retired,married,0,3208,0,0
169201,East,New York,Elmira,management,married,0,583,0,0
169264,South,Alabama,Madison,self-employed,married,0,132,0,0
169285,Central,Oklahoma,Norman,NA,single,0,326,0,0
169397,East,New York,New York City,technician,single,0,11115,0,0
169740,West,California,Los Gatos,retired,married,0,363,0,0
169775,East,New York,New York City,management,single,0,617,0,0
169810,Central,Kansas,Hutchinson,student,single,0,423,0,0
169859,Central,Michigan,Allen Park,unemployed,single,0,406,0,0
169901,West,Washington,Seattle,management,single,0,5086,0,0
169922,Central,Wisconsin,Fitchburg,technician,married,0,116,0,0
169943,Central,Texas,Houston,admin.,single,0,245,1,1
