sales_id,ad_placed_on,sold_on,original_selling_price,Region,State,City,seller_type,owner,car_id
2508,19-02-2017 20:09,24-02-2017 15:04,85000,Central,Minnesota,Prior Lake,Individual,Second Owner,125984
2509,19-02-2017 20:17,22-02-2017 12:08,399000,Central,Minnesota,Prior Lake,Individual,First Owner,125985
2510,19-02-2017 20:46,07-03-2017 09:57,580000,Central,Minnesota,Prior Lake,Individual,First Owner,125986
2511,19-02-2017 21:11,03-03-2017 13:57,290000,Central,Minnesota,Prior Lake,Individual,First Owner,125987
2512,19-02-2017 21:58,06-03-2017 10:23,380000,East,New York,Smithtown,Individual,Second Owner,125988
2513,19-02-2017 22:31,,200000,East,New York,Smithtown,Individual,First Owner,125989
2514,19-02-2017 23:32,07-03-2017 10:09,390000,East,New York,Smithtown,Individual,First Owner,125990
2515,19-02-2017 23:40,23-02-2017 08:34,500000,East,New York,Smithtown,Individual,First Owner,125991
2516,20-02-2017 00:19,06-03-2017 08:17,520000,East,New York,Smithtown,Individual,First Owner,125992
2517,20-02-2017 00:34,24-02-2017 10:08,650000,East,New York,Syracuse,Individual,First Owner,125993
2518,20-02-2017 01:10,29-03-2017 09:37,380000,Central,Minnesota,Prior Lake,Individual,First Owner,125994
2519,20-02-2017 07:54,24-02-2017 12:34,275000,East,Massachusetts,Webster,Individual,First Owner,125995
2520,20-02-2017 08:19,02-03-2017 14:06,520000,East,Connecticut,Seymour,Individual,First Owner,125996
2521,20-02-2017 08:30,08-03-2017 10:34,610000,West,California,Carlsbad,Individual,First Owner,125997
2522,20-02-2017 08:33,01-03-2017 13:54,85000,West,California,Carlsbad,Individual,First Owner,125998
2523,20-02-2017 08:35,05-03-2017 08:58,490000,West,California,Carlsbad,Individual,First Owner,125999
2524,20-02-2017 08:40,23-02-2017 12:35,229999,West,California,Carlsbad,Individual,Second Owner,126000
2525,20-02-2017 09:14,01-03-2017 14:58,411000,East,Rhode Island,Westerly,Individual,First Owner,126001
2526,20-02-2017 09:17,07-03-2017 18:18,362000,East,Massachusetts,Boston,Individual,Second Owner,126002
2527,20-02-2017 09:28,24-02-2017 10:41,550000,East,New Jersey,South Plainfield,Individual,First Owner,126003
2528,20-02-2017 09:34,07-03-2017 11:44,459999,East,New Jersey,Asbury Park,Individual,First Owner,126004
2529,20-02-2017 09:42,,190000,West,California,Carlsbad,Individual,First Owner,126005
2530,20-02-2017 10:34,03-03-2017 12:29,499000,West,California,Carlsbad,Individual,First Owner,126006
2531,20-02-2017 10:52,10-03-2017 09:58,358000,East,Rhode Island,Middletown,Individual,First Owner,126007
2532,20-02-2017 11:29,,278000,East,Vermont,Burlington,Individual,Second Owner,126008
2533,20-02-2017 11:45,09-03-2017 14:27,320000,East,New Jersey,Westfield,Individual,First Owner,126009
2534,20-02-2017 12:16,21-03-2017 17:33,580000,East,Massachusetts,Southbridge,Individual,Second Owner,126010
2535,20-02-2017 12:55,01-03-2017 14:03,1300000,East,Massachusetts,Foxborough,Individual,First Owner,126011
2536,20-02-2017 13:15,03-03-2017 11:45,825000,East,Connecticut,Seymour,Individual,First Owner,126012
2537,20-02-2017 13:23,02-03-2017 12:14,170000,East,Massachusetts,Quincy,Individual,Second Owner,126013
2538,20-02-2017 13:31,06-03-2017 09:41,1700000,East,Massachusetts,Dracut,Individual,Second Owner,126014
2539,20-02-2017 13:35,22-03-2017 14:45,490000,West,California,Carlsbad,Individual,First Owner,126015
2540,20-02-2017 13:43,24-02-2017 11:09,1050000,East,Connecticut,Madison,Individual,First Owner,126016
2541,20-02-2017 13:50,13-03-2017 17:17,210000,East,Vermont,Rutland,Individual,First Owner,126017
2542,20-02-2017 13:51,06-04-2017 14:05,1250000,South,Louisiana,New Iberia,Individual,First Owner,126018
2543,20-02-2017 14:03,01-03-2017 16:44,320000,South,Louisiana,New Iberia,Individual,Second Owner,126019
2544,20-02-2017 14:07,06-03-2017 19:25,400000,South,Louisiana,New Iberia,Individual,First Owner,126020
2545,20-02-2017 14:08,01-03-2017 14:09,320000,South,Louisiana,Monroe,Individual,First Owner,126021
2546,20-02-2017 14:21,23-02-2017 10:07,600000,South,Louisiana,Monroe,Individual,First Owner,126022
2547,20-02-2017 14:24,13-03-2017 08:33,275000,South,Louisiana,Monroe,Individual,First Owner,126023
2548,20-02-2017 14:28,17-03-2017 09:47,170000,South,Louisiana,New Iberia,Individual,Second Owner,126024
2549,20-02-2017 15:17,08-03-2017 12:11,155000,South,Louisiana,Monroe,Individual,First Owner,126025
2553,20-02-2017 15:27,09-03-2017 18:14,620000,West,Utah,Roy,Individual,Second Owner,126029
2554,20-02-2017 16:02,07-03-2017 11:05,530000,West,Utah,Roy,Individual,First Owner,126030
2555,20-02-2017 16:16,01-03-2017 08:22,550000,Central,Nebraska,Papillion,Individual,First Owner,126031
2556,20-02-2017 16:17,02-03-2017 12:05,600000,West,Utah,Roy,Individual,First Owner,126032
2557,20-02-2017 16:18,14-03-2017 14:18,649000,Central,Nebraska,Papillion,Individual,Third Owner,126033
2558,20-02-2017 16:53,09-03-2017 06:08,625000,West,Utah,Roy,Individual,First Owner,126034
2559,20-02-2017 17:29,03-03-2017 13:34,125000,West,Utah,Roy,Individual,First Owner,126035
2560,20-02-2017 17:41,02-03-2017 11:25,305000,West,Utah,Roy,Individual,Second Owner,126036
2561,20-02-2017 17:49,02-03-2017 09:13,285000,Central,Michigan,Southgate,Individual,Second Owner,126037
2562,20-02-2017 18:03,10-03-2017 08:07,600000,Central,Michigan,Sterling Heights,Individual,Second Owner,126038
2563,20-02-2017 18:50,09-03-2017 09:41,426000,Central,Michigan,Southgate,Individual,First Owner,126039
2564,20-02-2017 18:52,08-03-2017 12:09,180000,Central,Michigan,Southgate,Individual,First Owner,126040
2565,20-02-2017 19:21,24-02-2017 08:08,400000,Central,Michigan,Southgate,Individual,Second Owner,126041
2566,20-02-2017 19:23,02-03-2017 06:49,120000,Central,Michigan,Sterling Heights,Individual,Second Owner,126042
2567,20-02-2017 19:58,,300000,Central,Michigan,Sterling Heights,Individual,Second Owner,126043
2568,20-02-2017 20:20,06-03-2017 12:38,190000,Central,Michigan,Southfield,Individual,Second Owner,126044
2569,20-02-2017 21:14,06-03-2017 14:09,310000,Central,Michigan,Shelby,Individual,First Owner,126045
2570,20-02-2017 21:31,21-03-2017 10:35,380000,Central,Michigan,Southfield,Individual,First Owner,126046
2571,20-02-2017 21:34,,740000,Central,Michigan,Sterling Heights,Individual,First Owner,126047
2572,20-02-2017 21:38,10-03-2017 07:07,260000,Central,Michigan,Southgate,Individual,First Owner,126048
2573,20-02-2017 21:44,23-02-2017 11:30,320000,Central,Michigan,Southgate,Individual,Second Owner,126049
2574,20-02-2017 21:54,03-03-2017 12:54,211000,Central,Michigan,Southfield,Individual,First Owner,126050
2575,20-02-2017 21:56,20-04-2017 12:08,650000,Central,Michigan,Southfield,Individual,First Owner,126051
2576,20-02-2017 21:57,02-04-2017 09:50,651000,Central,Michigan,Southgate,Individual,Second Owner,126052
2577,20-02-2017 22:06,02-03-2017 11:54,380000,West,California,Concord,Individual,First Owner,126053
2578,20-02-2017 22:26,01-03-2017 15:19,160000,West,California,Costa Mesa,Individual,Third Owner,126054
2579,20-02-2017 22:26,01-03-2017 14:25,1270000,West,California,Concord,Individual,First Owner,126055
2580,20-02-2017 23:05,08-03-2017 14:18,300000,West,Wyoming,Rock Springs,Individual,First Owner,126056
2581,20-02-2017 23:53,02-03-2017 13:38,405000,West,California,Concord,Individual,First Owner,126057
2582,21-02-2017 02:53,23-02-2017 11:03,850000,West,California,Costa Mesa,Individual,First Owner,126058
2583,21-02-2017 04:13,02-03-2017 12:14,680000,South,Arkansas,Cabot,Individual,First Owner,126059
2584,21-02-2017 08:00,02-03-2017 10:51,426999,South,Arkansas,Cabot,Individual,First Owner,126060
2585,21-02-2017 08:40,03-03-2017 17:09,525000,West,Wyoming,Rock Springs,Individual,First Owner,126061
2586,21-02-2017 09:31,09-03-2017 17:05,1019999,East,Massachusetts,Amesbury,Individual,Second Owner,126062
,,,,,,,,,
