car_id,name,km_driven,fuel,transmission,mileage,engine,max_power,torque,seats,model
124888,Audi Q5 2.0 TDI,120000,Diesel,Automatic,12.8 kmpl,1968 CC,167.6 bhp,350Nm@ 1750-2500rpm,5,Audi
124889,Toyota Innova 2.5 G4 Diesel 8-seater,155000,Diesel,Manual,12.8 kmpl,2494 CC,102 bhp,20.4@ 1400-3400(kgm@ rpm),8,Toyota
124890,Maruti Wagon R VXI BS IV,30000,Petrol,Manual,20.51 kmpl,998 CC,67.04 bhp,90Nm@ 3500rpm,5,Maruti
124891,Maruti Wagon R LXI Minor,60000,Petrol,Manual,18.9 kmpl,1061 CC,67 bhp,84Nm@ 3500rpm,5,Maruti
124892,Volkswagen Polo Diesel Comfortline 1.2L,70000,Diesel,Manual,22.07 kmpl,1199 CC,73.9 bhp,180Nm@ 2000rpm,5,Volkswagen
124893,Hyundai i20 2015-2017 Asta 1.4 CRDi,40000,Diesel,Manual,22.54 kmpl,1396 CC,88.73 bhp,219.7Nm@ 1500-2750rpm,5,Hyundai
124894,Hyundai Verna 1.6 SX,120000,Diesel,Manual,22.32 kmpl,1582 CC,126.32 bhp,259.8Nm@ 1900-2750rpm,5,Hyundai
124895,Maruti Swift Dzire VDI,120000,Diesel,Manual,26.59 kmpl,1248 CC,74 bhp,190Nm@ 2000rpm,5,Maruti
124896,Hyundai EON Era Plus,50000,Petrol,Manual,21.1 kmpl,814 CC,55.2 bhp,74.5Nm@ 4000rpm,5,Hyundai
124897,Ford Figo Diesel Celebration Edition,100000,Diesel,Manual,20.0 kmpl,1399 CC,68.1 bhp,160Nm@ 2000rpm,5,Ford
124898,Hyundai i20 1.4 CRDi Asta,120000,Diesel,Manual,23.0 kmpl,1396 CC,90 bhp,22.4 kgm at 1750-2750rpm,5,Hyundai
124899,Maruti Swift VDI,90000,Diesel,Manual,22.9 kmpl,1248 CC,74 bhp,190Nm@ 2000rpm,5,Maruti
124900,Maruti Zen Estilo VXI BSIV,90000,Petrol,Manual,19.0 kmpl,998 CC,67.1 bhp,90Nm@ 3500rpm,5,Maruti
124901,Mahindra Xylo D4 BSIII,100000,Diesel,Manual,14.0 kmpl,2498 CC,112 bhp,260 Nm at 1800-2200 rpm,8,Mahindra
124902,Tata Nano XTA,20000,Petrol,Automatic,21.9 kmpl,624 CC,37.48 bhp,51Nm@ 4000rpm,4,Tata
124903,Hyundai Verna CRDi SX ABS,90000,Diesel,Manual,18.1 kmpl,1493 CC,110 bhp,"24@ 1,900-2,750(kgm@ rpm)",5,Hyundai
124904,Toyota Etios VX,120000,Petrol,Manual,17.6 kmpl,1496 CC,88.7 bhp,132Nm@ 3000rpm,5,Toyota
124905,Ford Figo Aspire 1.5 TDCi Trend,35000,Diesel,Manual,25.83 kmpl,1498 CC,99 bhp,215Nm@ 1750-3000rpm,5,Ford
124906,Hyundai Sonata CRDi M/T,120000,Diesel,Manual,11.8 kmpl,1991 CC,150 bhp,32.1kgm@ 2000rpm,5,Hyundai
124907,Maruti 800 AC BSIII,120000,Petrol,Manual,16.1 kmpl,796 CC,37 bhp,59Nm@ 2500rpm,4,Maruti
124908,Hyundai Elite i20 Asta Option Diesel,10000,Diesel,Manual,22.54 kmpl,1396 CC,88.76 bhp,224nm@ 1500-2750rpm,5,Hyundai
124910,Honda WR-V i-DTEC VX,65000,Diesel,Manual,25.5 kmpl,1498 CC,98.6 bhp,200Nm@ 1750rpm,5,Honda
124911,Honda Civic 1.8 S MT,90000,Petrol,Manual,13.5 kmpl,1799 CC,130 bhp,172Nm@ 4300rpm,5,Honda
124912,Maruti Alto K10 2010-2014 VXI,90000,Petrol,Manual,20.92 kmpl,998 CC,67.1 bhp,90Nm@ 3500rpm,5,Maruti
124913,Hyundai i20 Active SX Diesel,42323,Diesel,Manual,21.19 kmpl,1396 CC,88.76 bhp,219.66nm@ 1500-2750rpm,5,Hyundai
124914,Honda City V MT,42462,Petrol,Manual,16.8 kmpl,1497 CC,116.3 bhp,146Nm@ 4800rpm,5,Honda
124915,Maruti Swift VDI BSIV,54723,Diesel,Manual,25.2 kmpl,1248 CC,74 bhp,190Nm@ 2000rpm,5,Maruti
124916,Honda Jazz 1.5 V i DTEC,30000,Diesel,Manual,27.3 kmpl,1498 CC,98.6 bhp,200Nm@ 1750rpm,5,Honda
124917,BMW X1 sDrive20d M Sport,42545,Diesel,Automatic,19.62 kmpl,1998 CC,190 bhp,400nm@ 1750-2500rpm,5,BMW
124918,Maruti S-Cross 2017-2020 Delta DDiS 200 SH,32000,Diesel,Manual,25.1 kmpl,1248 CC,88.5 bhp,200Nm@ 1750rpm,5,Maruti
124921,Maruti Ignis 1.2 Delta BSIV,20375,Petrol,Manual,20.89 kmpl,1197 CC,81.80 bhp,113Nm@ 4200rpm,5,Maruti
124922,Maruti Swift ZDI Plus,43978,Diesel,Manual,28.4 kmpl,1248 CC,74 bhp,190Nm@ 2000rpm,5,Maruti
124923,Maruti Vitara Brezza VDi Option,50000,Diesel,Manual,24.3 kmpl,1248 CC,88.5 bhp,200Nm@ 1750rpm,5,Maruti
124924,Mahindra Bolero B4,40200,Diesel,Manual,21.0 kmpl,1498 CC,74.96 bhp,210nm@ 1600-2200rpm,7,Mahindra
124925,Hyundai i20 1.2 Asta Option,30000,Petrol,Manual,18.6 kmpl,1197 CC,81.83 bhp,114.7Nm@ 4000rpm,5,Hyundai
124926,Maruti Ertiga ZDI,90000,Diesel,Manual,20.77 kmpl,1248 CC,88.8 bhp,200Nm@ 1750rpm,7,Maruti
124927,Ford Ecosport Sports Diesel,48000,Diesel,Manual,21.7 kmpl,1498 CC,98.96 bhp,215Nm@ 1750-2500rpm,5,Ford
124928,Honda Amaze E Diesel BSIV,27233,Diesel,Manual,27.4 kmpl,1498 CC,98.63 bhp,200Nm@ 1750rpm,5,Honda
124929,Maruti Swift Dzire Tour LDI,28832,Diesel,Manual,23.4 kmpl,1248 CC,74 bhp,190Nm@ 2000rpm,5,Maruti
124930,Tata Manza Aura Safire,35000,Petrol,Manual,15.0 kmpl,1368 CC,90 bhp,116Nm@ 4750rpm,5,Tata
124931,Maruti Ertiga ZXI,35000,Petrol,Manual,16.02 kmpl,1373 CC,93.7 bhp,130Nm@ 4000rpm,7,Maruti
124932,Maruti Vitara Brezza VDi,40000,Diesel,Manual,24.3 kmpl,1248 CC,88.5 bhp,200Nm@ 1750rpm,5,Maruti
124933,Honda City 2017-2020 GXi,80000,Petrol,Manual,17.7 kmpl,1497 CC,78 bhp,"12.7@ 2,700(kgm@ rpm)",5,Honda
124934,Mahindra Quanto C4,30000,Diesel,Manual,17.21 kmpl,1493 CC,100 bhp,240Nm@ 1600-2800rpm,7,Mahindra
124935,Hyundai i10 Era,50000,Petrol,Manual,19.81 kmpl,1086 CC,68.05 bhp,99.04Nm@ 4500rpm,5,Hyundai
124936,Maruti Swift Dzire VDI,40000,Diesel,Manual,26.59 kmpl,1248 CC,74 bhp,190Nm@ 2000rpm,5,Maruti
124937,Maruti Ertiga VXI,25000,Petrol,Manual,16.02 kmpl,1373 CC,93.7 bhp,130Nm@ 4000rpm,7,Maruti
124938,Mahindra XUV500 W7,120000,Diesel,Manual,15.1 kmpl,2179 CC,152.87 bhp,360Nm@ 1750-2800rpm,7,Mahindra
124939,Maruti Ritz VDi,60000,Diesel,Manual,21.1 kmpl,1248 CC,73.9 bhp,113Nm@ 4500rpm,5,Maruti
124940,Mahindra Bolero 2011-2019 DI - AC BS III,110000,Diesel,Manual,15.96 kmpl,2523 CC,63 bhp,180Nm@ 1440-1500rpm,9,Mahindra
124941,Mahindra Scorpio 1.99 S4,67000,Diesel,Manual,15.4 kmpl,1997 CC,120 bhp,280Nm@ 1800-2800rpm,7,Mahindra
124942,Ford Figo Diesel Titanium,50000,Diesel,Manual,20.0 kmpl,1399 CC,68 bhp,160Nm@ 2000rpm,5,Ford
124943,Maruti Zen Estilo 1.1 VXI BSIII,40000,Petrol,Manual,18.2 kmpl,1061 CC,64 bhp,84Nm@ 3500rpm,5,Maruti
124944,Tata New Safari DICOR 2.2 EX 4x2,120000,Diesel,Manual,11.57 kmpl,2179 CC,138.1 bhp,320Nm@ 1700-2700rpm,7,Tata
124945,Maruti 800 DX,100000,Petrol,Manual,16.1 kmpl,796 CC,37 bhp,59Nm@ 2500rpm,4,Maruti
124946,Mahindra Scorpio 2.6 CRDe,98000,Diesel,Manual,10.5 kmpl,2179 CC,120 bhp,290Nm@ 1800-2800rpm,8,Mahindra
124947,Mahindra Bolero DI DX 7 Seater,150000,Diesel,Manual,13.6 kmpl,2523 CC,63 bhp,180 Nm at 1440-1500rpm,7,Mahindra
124948,Chevrolet Sail LT ABS,38000,Diesel,Manual,22.1 kmpl,1248 CC,74 bhp,190Nm@ 1750rpm,5,Chevrolet
124949,Toyota Etios GD,120000,Diesel,Manual,23.59 kmpl,1364 CC,67.05 bhp,170Nm@ 1800-2400rpm,5,Toyota
124950,Ford Figo Diesel Titanium,103000,Diesel,Manual,20.0 kmpl,1399 CC,68 bhp,160Nm@ 2000rpm,5,Ford
124951,Maruti 800 AC,60000,Petrol,Manual,16.1 kmpl,796 CC,37 bhp,59Nm@ 2500rpm,4,Maruti
124952,Maruti Vitara Brezza VDi Option,80000,Diesel,Manual,24.3 kmpl,1248 CC,88.5 bhp,200Nm@ 1750rpm,5,Maruti
124953,Maruti Ertiga VDI,50000,Diesel,Manual,20.77 kmpl,1248 CC,88.76 bhp,200Nm@ 1750rpm,7,Maruti
124954,Maruti Swift VDI BSIV,90000,Diesel,Manual,25.2 kmpl,1248 CC,74 bhp,190Nm@ 2000rpm,5,Maruti
124955,Tata Nexon 1.5 Revotorq XZ Plus,70000,Diesel,Manual,21.5 kmpl,1497 CC,108.5 bhp,260Nm@ 1500-2750rpm,5,Tata
124956,Hyundai Elantra CRDi,110000,Diesel,Manual,14.9 kmpl,1991 CC,112.2 bhp,"25@ 1,800-2,800(kgm@ rpm)",5,Hyundai
124957,Tata Tiago 1.2 Revotron XZA,30000,Petrol,Automatic,23.84 kmpl,1199 CC,83.83 bhp,114Nm@ 3500rpm,5,Tata
124958,Maruti Swift Dzire VDI,80000,Diesel,Manual,26.59 kmpl,1248 CC,74 bhp,190Nm@ 2000rpm,5,Maruti
124959,Maruti Swift Dzire VDi,110000,Diesel,Manual,19.3 kmpl,1248 CC,73.9 bhp,190Nm@ 2000rpm,5,Maruti
124960,Tata Manza Aura (ABS) Quadrajet,120000,Diesel,Manual,18.8 kmpl,1248 CC,90 bhp,200Nm@ 1750-3000rpm,5,Tata
124961,Maruti Zen VXi - BS III,120000,Petrol,Manual,17.3 kmpl,993 CC,60 bhp,78Nm@ 4500rpm,5,Maruti
124962,Hyundai i20 Asta 1.2,70000,Petrol,Manual,18.6 kmpl,1197 CC,81.83 bhp,114.7Nm@ 4000rpm,5,Hyundai
124963,Hyundai Elite i20 Asta Option Diesel,60000,Diesel,Manual,22.54 kmpl,1396 CC,88.76 bhp,224nm@ 1500-2750rpm,5,Hyundai
124964,Maruti Alto LXi BSIII,90000,Petrol,Manual,19.7 kmpl,796 CC,46.3 bhp,62Nm@ 3000rpm,5,Maruti
124965,Fiat Linea Classic Plus 1.3 Multijet,142500,Diesel,Manual,19.5 kmpl,1248 CC,75 bhp,197Nm@ 1750rpm,5,Fiat
124966,Mahindra Scorpio VLX 2WD AIRBAG BSIV,90000,Diesel,Manual,12.05 kmpl,2179 CC,120 bhp,290Nm@ 1800-2800rpm,8,Mahindra
124967,Hyundai i10 Sportz 1.1L,50000,Petrol,Manual,19.81 kmpl,1086 CC,68.05 bhp,99.04Nm@ 4500rpm,5,Hyundai
124968,Honda Amaze S i-Dtech,90000,Diesel,Manual,25.8 kmpl,1498 CC,98.6 bhp,200Nm@ 1750rpm,5,Honda
124969,Maruti Swift Dzire LDI,115000,Diesel,Manual,26.59 kmpl,1248 CC,74 bhp,190Nm@ 2000rpm,5,Maruti
124970,Hyundai i20 Sportz AT 1.4,150000,Petrol,Automatic,15.0 kmpl,1396 CC,98.6 bhp,136.3Nm@ 4200rpm,5,Hyundai
124971,Maruti Swift VXI Optional,68000,Petrol,Manual,20.4 kmpl,1197 CC,81.80 bhp,113Nm@ 4200rpm,5,Maruti
124972,Mahindra Bolero 2011-2019 ZLX,90000,Diesel,Manual,15.96 kmpl,2523 CC,62.1 bhp,195Nm@ 1400-2200rpm,7,Mahindra
124973,Honda City V AT,110000,Petrol,Automatic,15.6 kmpl,1497 CC,116.3 bhp,146Nm@ 4800rpm,5,Honda
124974,Mahindra Bolero 2011-2019 SLX 2WD BSIII,70000,Diesel,Manual,15.96 kmpl,2523 CC,62.1 bhp,195Nm@ 1400-2200rpm,7,Mahindra
124975,Mahindra XUV500 W8 4WD,80000,Diesel,Manual,15.1 kmpl,2179 CC,140 bhp,330Nm@ 1600-2800rpm,7,Mahindra
124977,Hyundai i10 Era,100000,Petrol,Manual,19.81 kmpl,1086 CC,68.05 bhp,99.04Nm@ 4500rpm,5,Hyundai
124978,Maruti Wagon R LXI,70000,Petrol,Manual,18.9 kmpl,998 CC,67.1 bhp,90Nm@ 3500rpm,5,Maruti
124979,Maruti 800 Std BSII,77000,Petrol,Manual,16.1 kmpl,796 CC,37 bhp,59Nm@ 2500rpm,4,Maruti
124980,Maruti Swift Dzire VDI,35500,Diesel,Manual,28.4 kmpl,1248 CC,74.02 bhp,190Nm@ 2000rpm,5,Maruti
124981,Maruti Wagon R VXI Optional,17500,Petrol,Manual,20.51 kmpl,998 CC,67.04 bhp,90Nm@ 3500rpm,5,Maruti
124982,Maruti Alto K10 VXI,27000,Petrol,Manual,23.95 kmpl,998 CC,67.05 bhp,90Nm@ 3500rpm,5,Maruti
124983,Hyundai Grand i10 1.2 CRDi Asta,60000,Diesel,Manual,24.0 kmpl,1186 CC,73.97 bhp,190.24nm@ 1750-2250rpm,5,Hyundai
124984,Maruti Wagon R LXI Optional,25000,Petrol,Manual,20.51 kmpl,998 CC,67.04 bhp,90Nm@ 3500rpm,5,Maruti
124985,Maruti Swift Dzire LDI Optional,80000,Diesel,Manual,26.59 kmpl,1248 CC,74 bhp,190Nm@ 2000rpm,5,Maruti
124986,Maruti Alto LXi,60000,Petrol,Manual,19.7 kmpl,796 CC,46.3 bhp,62Nm@ 3000rpm,5,Maruti
124987,Volkswagen Polo Diesel Highline 1.2L,38000,Diesel,Manual,22.07 kmpl,1199 CC,73.9 bhp,180Nm@ 2000rpm,5,Volkswagen
124988,Maruti Wagon R Duo Lxi,100000,LPG,Manual,26.2 km/kg,998 CC,58.2 bhp,77Nm@ 3500rpm,5,Maruti
124990,Toyota Innova 2.5 G (Diesel) 8 Seater BS IV,110000,Diesel,Manual,12.8 kmpl,2494 CC,102 bhp,20.4@ 1400-3400(kgm@ rpm),8,Toyota
124991,Honda BR-V i-DTEC S MT,92000,Diesel,Manual,21.9 kmpl,1498 CC,98.6 bhp,200Nm@ 1750rpm,7,Honda
124992,Mahindra Bolero 2011-2019 Plus AC,180000,Diesel,Manual,15.96 kmpl,2523 CC,62.1 bhp,195Nm@ 1440-2200rpm,9,Mahindra
124993,Maruti Baleno Zeta 1.2,10000,Petrol,Manual,21.4 kmpl,1197 CC,83.1 bhp,115Nm@ 4000rpm,5,Maruti
124994,Maruti Alto 800 VXI,35000,Petrol,Manual,24.7 kmpl,796 CC,47.3 bhp,69Nm@ 3500rpm,5,Maruti
124995,Maruti Swift DDiS LDI,35000,Diesel,Manual,28.4 kmpl,1248 CC,74 bhp,190Nm@ 2000rpm,5,Maruti
124996,Hyundai Grand i10 CRDi Sportz,23000,Diesel,Manual,24.0 kmpl,1120 CC,70 bhp,160Nm@ 1500-2750rpm,5,Hyundai
124997,Tata Indigo CS LX (TDI) BS III,150000,Diesel,Manual,19.09 kmpl,1396 CC,69 bhp,135Nm@ 2500rpm,5,Tata
124998,Hyundai Xcent 1.1 CRDi SX Option,70000,Diesel,Manual,24.4 kmpl,1120 CC,71 bhp,180.4Nm@ 1750-2500rpm,5,Hyundai
124999,Hyundai i20 1.2 Asta Option,40000,Petrol,Manual,18.6 kmpl,1197 CC,81.83 bhp,114.7Nm@ 4000rpm,5,Hyundai
125000,Hyundai i20 1.4 CRDi Magna,100000,Diesel,Manual,21.9 kmpl,1396 CC,90 bhp,22.4 kgm at 1750-2750rpm,5,Hyundai
125001,Maruti Alto 800 LXI,50000,Petrol,Manual,24.7 kmpl,796 CC,47.3 bhp,69Nm@ 3500rpm,5,Maruti
125002,Maruti Swift Dzire VDi,120000,Diesel,Manual,19.3 kmpl,1248 CC,73.9 bhp,190Nm@ 2000rpm,5,Maruti
125003,Hyundai Xcent 1.1 CRDi S,60000,Diesel,Manual,24.4 kmpl,1120 CC,71 bhp,180.4Nm@ 1750-2500rpm,5,Hyundai
125004,Maruti Alto 800 LX,28000,Petrol,Manual,22.74 kmpl,796 CC,47.3 bhp,69Nm@ 3500rpm,5,Maruti
125005,Maruti Swift Dzire VXi,60000,Petrol,Manual,17.5 kmpl,1298 CC,85.8 bhp,114Nm@ 4000rpm,5,Maruti
125006,Maruti Swift Dzire VDi,80000,Diesel,Manual,19.3 kmpl,1248 CC,73.9 bhp,190Nm@ 2000rpm,5,Maruti
125007,Ford Endeavour 3.2 Titanium AT 4X4,12000,Diesel,Automatic,10.91 kmpl,3198 CC,197 bhp,470Nm@ 1750-2500rpm,7,Ford
125008,Honda Amaze V Petrol BSIV,4500,Petrol,Manual,19.5 kmpl,1199 CC,88.76 bhp,110Nm@ 4800rpm,5,Honda
125009,Tata Indigo eCS VX BSIV,70000,Diesel,Manual,25.0 kmpl,1396 CC,69 bhp,140Nm@ 1800-3000rpm,5,Tata
125010,Renault Duster 85PS Diesel RxE,120000,Diesel,Manual,19.87 kmpl,1461 CC,83.8 bhp,200Nm@ 1750rpm,5,Renault
125011,Honda Jazz 1.2 V AT i VTEC,80000,Petrol,Automatic,19.0 kmpl,1199 CC,88.7 bhp,110Nm@ 4800rpm,5,Honda
125012,Tata New Safari DICOR 2.2 EX 4x2,150000,Diesel,Manual,11.57 kmpl,2179 CC,138.1 bhp,320Nm@ 1700-2700rpm,7,Tata
125013,Mahindra Renault Logan 1.4 GLX Petrol,120000,Petrol,Manual,15.7 kmpl,1390 CC,75 bhp,"11@ 3,000(kgm@ rpm)",5,Mahindra
125014,Maruti Swift Dzire VDI,50000,Diesel,Manual,23.4 kmpl,1248 CC,74 bhp,190Nm@ 2000rpm,5,Maruti
125015,Honda City V MT,83000,Petrol,Manual,16.8 kmpl,1497 CC,116.3 bhp,146Nm@ 4800rpm,5,Honda
125016,Maruti Swift Dzire VDI,20000,Diesel,Manual,28.4 kmpl,1248 CC,74.02 bhp,190Nm@ 2000rpm,5,Maruti
125017,Toyota Fortuner 2.8 2WD AT BSIV,49000,Diesel,Automatic,12.9 kmpl,2755 CC,174.5 bhp,450Nm@ 1600-2400rpm,7,Toyota
125018,Honda Brio 1.2 VX MT,6750,Petrol,Manual,18.5 kmpl,1198 CC,86.8 bhp,109Nm@ 4500rpm,5,Honda
125019,Maruti Ciaz VXi Plus,26000,Petrol,Manual,20.73 kmpl,1373 CC,91.1 bhp,130Nm@ 4000rpm,5,Maruti
125020,Hyundai Grand i10 1.2 Kappa Era,52000,Petrol,Manual,17.0 kmpl,1197 CC,81.86 bhp,113.75Nm@ 4000rpm,5,Hyundai
125021,Hyundai Creta 1.6 CRDi AT S Plus,51000,Diesel,Automatic,17.01 kmpl,1582 CC,126.2 bhp,259.9Nm@ 1900-2750rpm,5,Hyundai
125022,Maruti Swift AMT ZXI Plus BSIV,20000,Petrol,Automatic,22.0 kmpl,1197 CC,81.80 bhp,113Nm@ 4200rpm,5,Maruti
125023,Maruti Ritz VXi,18500,Petrol,Manual,18.5 kmpl,1197 CC,85.80 bhp,114Nm@ 4000rpm,5,Maruti
125024,Mahindra TUV 300 T4,142000,Diesel,Manual,18.49 kmpl,1493 CC,100 bhp,240Nm@ 1600-2800rpm,7,Mahindra
125025,Ford EcoSport 1.5 Ti VCT MT Trend BSIV,50478,Petrol,Manual,15.85 kmpl,1499 CC,110.4 bhp,140Nm@ 4400rpm,5,Ford
125026,Tata Tiago 1.2 Revotron XZA,9200,Petrol,Automatic,23.84 kmpl,1199 CC,83.83 bhp,114Nm@ 3500rpm,5,Tata
125027,Renault Duster 85PS Diesel RxE,40000,Diesel,Manual,19.87 kmpl,1461 CC,83.8 bhp,200Nm@ 1750rpm,5,Renault
125028,Maruti Baleno Delta,5000,Petrol,Manual,21.01 kmpl,1197 CC,81.80 bhp,113Nm@ 4200rpm,5,Maruti
125029,Datsun RediGO A,2300,Petrol,Manual,22.7 kmpl,799 CC,53.64 bhp,72Nm@ 4386rpm,5,Datsun
125030,Maruti Alto 800 LXI,40000,Petrol,Manual,22.74 kmpl,796 CC,47.3 bhp,69Nm@ 3500rpm,5,Maruti
125031,Mahindra Xylo D2 BSIV,119000,Diesel,Manual,14.0 kmpl,2489 CC,95 bhp,220Nm at 1400-2600 rpm,8,Mahindra
125032,Maruti Alto LX,100000,Petrol,Manual,19.7 kmpl,796 CC,46.3 bhp,62Nm@ 3000rpm,5,Maruti
125033,Maruti Ertiga SHVS ZDI Plus,100000,Diesel,Manual,24.52 kmpl,1248 CC,88.5 bhp,200Nm@ 1750rpm,7,Maruti
125034,Maruti Wagon R LXI Minor,50000,Petrol,Manual,18.9 kmpl,1061 CC,67 bhp,84Nm@ 3500rpm,5,Maruti
125035,Maruti Eeco Smiles 5 Seater AC,80000,Petrol,Manual,15.1 kmpl,1196 CC,73 bhp,101Nm@ 3000rpm,5,Maruti
125036,Tata Nexon 1.2 Revotron XM,15000,Petrol,Manual,17.0 kmpl,1198 CC,108.5 bhp,170Nm@ 1750-4000rpm,5,Tata
125037,Honda Amaze S i-VTEC,1303,Petrol,Manual,17.8 kmpl,1198 CC,86.7 bhp,109Nm@ 4500rpm,5,Honda
125038,Audi Q5 35TDI Premium Plus,31800,Diesel,Automatic,17.01 kmpl,1968 CC,188 bhp,400nm@ 1750-3000rpm,5,Audi
125039,Lexus ES 300h,20000,Petrol,Automatic,22.37 kmpl,2487 CC,214.56 bhp,202Nm@ 3600-5200rpm,5,Lexus
125040,Jaguar XF 2.0 Diesel Portfolio,45000,Diesel,Automatic,19.33 kmpl,1999 CC,177 bhp,430Nm@ 1750-2500rpm,5,Jaguar
125041,Jeep Wrangler 2016-2019 3.6 4X4,17000,Petrol,Automatic,9.5 kmpl,3604 CC,280 bhp,347Nm@ 4300rpm,5,Jeep
125042,Toyota Yaris V BSIV,4295,Petrol,Manual,17.1 kmpl,1496 CC,105.5 bhp,140Nm@ 4200rpm,5,Toyota
125043,Toyota Yaris V BSIV,5229,Petrol,Manual,17.1 kmpl,1496 CC,105.5 bhp,140Nm@ 4200rpm,5,Toyota
125044,Hyundai Grand i10 Nios Sportz,4701,Petrol,Manual,20.7 kmpl,1197 CC,81.86 bhp,113.75Nm@ 4000rpm,5,Hyundai
125045,Maruti Baleno Alpha,6757,Petrol,Manual,21.01 kmpl,1197 CC,81.80 bhp,113Nm@ 4200rpm,5,Maruti
125046,Skoda Rapid 1.6 MPI AT Style Plus,28182,Petrol,Automatic,14.3 kmpl,1598 CC,103.52 bhp,153Nm@ 3800rpm,5,Skoda
125047,Nissan Kicks XV BSIV,11533,Petrol,Manual,14.23 kmpl,1498 CC,104.55 bhp,142Nm@ 4000rpm,5,Nissan
125048,Honda City i VTEC V,11688,Petrol,Manual,17.8 kmpl,1497 CC,117.3 bhp,145Nm@ 4600rpm,5,Honda
125049,Toyota Camry 2.5 Hybrid,68089,Petrol,Automatic,19.16 kmpl,2494 CC,157.7 bhp,213Nm@ 4500rpm,5,Toyota
125050,Toyota Corolla Altis 1.8 VL AT,57728,Petrol,Automatic,14.53 kmpl,1794 CC,138.1 bhp,173Nm@ 4000rpm,5,Toyota
125051,Maruti Ciaz 1.3 Alpha,23712,Diesel,Manual,28.09 kmpl,1248 CC,88.5 bhp,200Nm@ 1750rpm,5,Maruti
125052,Ford Ecosport 1.5 Ti VCT AT Titanium,70670,Petrol,Automatic,16.5 kmpl,1499 CC,110 bhp,140Nm@ 4400rpm,5,Ford
125053,Maruti Alto 800 LXI,43381,Petrol,Manual,22.74 kmpl,796 CC,47.3 bhp,69Nm@ 3500rpm,5,Maruti
125054,Honda City i VTEC CVT VX,79011,Petrol,Automatic,18.0 kmpl,1497 CC,117.3 bhp,145Nm@ 4600rpm,5,Honda
125055,Honda Jazz VX,56494,Petrol,Manual,18.2 kmpl,1199 CC,88.7 bhp,110Nm@ 4800rpm,5,Honda
125056,Maruti SX4 VDI,50000,Diesel,Manual,21.79 kmpl,1248 CC,88.73 bhp,200Nm@ 1750rpm,5,Maruti
125057,Maruti Wagon R VXI BS IV,40000,Petrol,Manual,18.9 kmpl,998 CC,67.1 bhp,90Nm@ 3500rpm,5,Maruti
125058,Hyundai Grand i10 1.2 Kappa Asta,10000,Petrol,Manual,18.9 kmpl,1197 CC,81.86 bhp,113.75nm@ 4000rpm,5,Hyundai
125059,Mahindra Thar CRDe,35000,Diesel,Manual,16.55 kmpl,2498 CC,105 bhp,247Nm@ 1800-2000rpm,6,Mahindra
125060,Maruti Ritz VXi,58500,Petrol,Manual,18.5 kmpl,1197 CC,85.80 bhp,114Nm@ 4000rpm,5,Maruti
125061,Maruti Baleno Delta 1.2,20000,Petrol,Manual,21.4 kmpl,1197 CC,83.1 bhp,115Nm@ 4000rpm,5,Maruti
125062,Nissan Micra XL,43500,Petrol,Manual,18.06 kmpl,1198 CC,75 bhp,104Nm@ 4000rpm,5,Nissan
125063,Tata Hexa XT,30000,Diesel,Manual,17.6 kmpl,2179 CC,153.86 bhp,400Nm@ 1750-2500rpm,7,Tata
125064,Ford EcoSport 1.5 TDCi Titanium BSIV,63000,Diesel,Manual,22.77 kmpl,1498 CC,98.59 bhp,205Nm@ 1750-3250rpm,5,Ford
125065,Mahindra Bolero 2011-2019 ZLX BSIII,35000,Diesel,Manual,15.96 kmpl,2523 CC,62.1 bhp,195Nm@ 1400-2200rpm,7,Mahindra
125066,Tata Indigo eCS LS TDI BSIII,110000,Diesel,Manual,19.09 kmpl,1396 CC,69 bhp,135Nm@ 2500rpm,5,Tata
125067,Tata Hexa XT,25000,Diesel,Manual,17.6 kmpl,2179 CC,153.86 bhp,400Nm@ 1750-2500rpm,7,Tata
125068,Hyundai Xcent 1.2 VTVT S AT,30000,Petrol,Automatic,17.36 kmpl,1197 CC,81.86 bhp,113.75nm@ 4000rpm,5,Hyundai
125069,Mahindra Bolero 2011-2019 SLX,50000,Diesel,Manual,15.96 kmpl,2523 CC,62.1 bhp,195Nm@ 1400-2200rpm,7,Mahindra
125070,Mahindra Marazzo M6 8Str,35000,Diesel,Manual,17.3 kmpl,1497 CC,121 bhp,300Nm@ 1750-2500rpm,8,Mahindra
125071,Renault KWID 1.0 RXT Optional,30000,Petrol,Manual,23.01 kmpl,999 CC,67 bhp,91Nm@ 4250rpm,5,Renault
125072,Honda City i VTEC VX,56000,Petrol,Manual,17.4 kmpl,1497 CC,117.3 bhp,145Nm@ 4600rpm,5,Honda
125073,Maruti Wagon R VXI BS IV,12700,Petrol,Manual,20.51 kmpl,998 CC,67.04 bhp,90Nm@ 3500rpm,5,Maruti
125074,Tata Nexon 1.5 Revotorq XM,35000,Diesel,Manual,21.5 kmpl,1497 CC,108.5 bhp,260Nm@ 1500-2750rpm,5,Tata
125075,Hyundai Xcent 1.2 Kappa SX,30000,Petrol,Manual,19.1 kmpl,1197 CC,82 bhp,114Nm@ 4000rpm,5,Hyundai
125076,Mahindra Scorpio LX BSIV,120000,Diesel,Manual,12.05 kmpl,2179 CC,120 bhp,290Nm@ 1800-2800rpm,9,Mahindra
